fes_share,elbow_rms_torque,forearm_rms_torque,wrist_fe_rms_torque,wrist_ru_rms_torque,elbow_max_torque,forearm_max_torque,wrist_fe_max_torque,wrist_ru_max_torque,elbow_rms_error,forearm_rms_error,wrist_fe_rms_error,wrist_ru_rms_error
0,1.05267804222026,0.18451725639784,0.219259165546523,0.427505784151952,2.62589,0.268484,0.169617,0.71501,0.0119657201768713,0.007610189990533,0.0146326912668897,0.0285102677000124
0,1.17738213377197,0.185273187107925,0.172405187420236,0.412192071534977,2.44073,0.271962,0.315845,0.853862,0.013355446891419,0.00772666503837656,0.0115156716123251,0.0274947343459993
0,1.34144765698495,0.183903572739922,0.20823685125032,0.507189258421175,3.1695,0.267358,0.278216,0.967563,0.0148570682182631,0.00756299762809165,0.0139040565324471,0.0338274088031146
0,1.22084405688222,0.195005335684646,0.170431494600275,0.470407635417265,2.81322,0.215059,0.267189,0.846464,0.0136393668430262,0.00785758728097836,0.0113822922521178,0.0313738489763341
0.1,0.889522945728947,0.186578281109704,0.155358920975357,0.178948280447786,1.62804,0.242863,0.117398,0.367635,0.0108106428582318,0.00774487639290593,0.0103839853456908,0.0119693758898293
0.1,1.07057013603351,0.196642037568941,0.120916594691014,0.194974710777047,1.52746,0.292671,0.273322,0.373658,0.0123965477315393,0.00805091760450818,0.00810488964790651,0.0130336655841464
0.1,1.12024525049466,0.181517862626596,0.141087762060711,0.201077681344052,1.33831,0.257786,0.239785,0.426329,0.0129105016511635,0.00752430456268742,0.00943588936247675,0.013440963698085
0.1,0.86134502105556,0.184313056853039,0.126303262350443,0.203341306313129,1.70006,0.245845,0.214116,0.449381,0.0106039608555598,0.00754023638294921,0.00845246884159083,0.0135823346692628
0.2,0.775897293801012,0.181535846938055,0.156209205608964,0.208774116405022,1.645,0.250424,0.219654,0.336653,0.00960959157924718,0.00753843018479,0.0104414702887081,0.0139373414969538
0.2,0.879462941035284,0.176288482979948,0.119313898249624,0.211121119350198,1.54033,0.298361,0.234043,0.486838,0.0106220034345569,0.00731446662166739,0.00799091595473058,0.0141063187682435
0.2,1.00597052011841,0.184113023391028,0.140068636780584,0.281632618185029,2.2421,0.244338,0.245446,0.536139,0.0119894841225156,0.00756635821548313,0.00938026118569082,0.0188000211010878
0.2,0.797648050420556,0.196509527260152,0.129737241286731,0.208658113439626,1.47016,0.307116,0.160141,0.465203,0.00995338477199749,0.00795323403757392,0.00868280351975892,0.0139449826576205
0.3,0.778830687754613,0.174742652132616,0.140579832045978,0.191994454159811,1.62268,0.238494,0.162253,0.381948,0.00991728866933327,0.00732784547326486,0.00940249869358623,0.0128405579707958
0.3,0.762329503726674,0.170692662103643,0.122608344593456,0.202292360490039,1.52457,0.254079,0.271139,0.491495,0.00939832482175417,0.00707573292752908,0.00822208694519402,0.0135308559124783
0.3,0.880648137671995,0.175247087200658,0.126409120835016,0.346395363354862,2.18749,0.237963,0.27808,0.728667,0.0105341228688179,0.00720106987648715,0.00846400090480223,0.0230998094681257
0.3,0.802220215028558,0.180352713074511,0.144204253201362,0.2218079346348,1.54761,0.267376,0.179689,0.54183,0.00992022824046027,0.0073683901029881,0.00964261106355634,0.0148218954326195
0.4,0.79897969549838,0.198366510259768,0.123907576716599,0.212541313719922,1.86693,0.49192,0.181883,0.389905,0.0100290897541359,0.00810712462926782,0.00829209285146885,0.014209845940287
0.4,0.909402803461092,0.180113829423686,0.122164117965719,0.243748874552181,1.4958,0.262797,0.260802,0.504128,0.010920009593845,0.00750450879203888,0.00818257319177438,0.0162749939105456
0.4,0.895651714219885,0.188593214126365,0.131396541452138,0.254456236443814,1.95243,0.270734,0.235257,0.489482,0.0107550919163736,0.0077029797049608,0.00879678507035436,0.0169845420005899
0.4,1.10981722927265,0.189528346747433,0.123809798407753,0.295988869778111,2.57456,0.250787,0.238488,0.554883,0.0127886695584385,0.00771753885772827,0.00828988242886532,0.0197575900236953
0.5,0.738503025262452,0.193020713411016,0.12655954099777,0.232540474238875,1.84487,0.240414,0.248514,0.410276,0.00934848523969274,0.00796908272745605,0.00847814813779616,0.0155400841385815
0.5,0.821426489315949,0.186520780820388,0.120340321507991,0.232671437964103,1.73063,0.283008,0.287806,0.43386,0.0101126186515524,0.00773303734166813,0.00806998055946137,0.0155376613306872
0.5,0.987983170045434,0.189553530285394,0.145105670423291,0.359460530056653,2.34051,0.291372,0.296748,0.721348,0.0116760231154002,0.00774757874334099,0.00971074538703467,0.0239790138309769
0.5,0.810333989901362,0.190342814546104,0.119564912798077,0.194876032822716,1.76642,0.288173,0.196896,0.398902,0.0100681964392468,0.00758620613205283,0.00800602071757089,0.0130109383374169
0.6,0.752643305957906,0.185270621900079,0.116337156467419,0.193926584085351,1.85073,0.43596,0.257409,0.443477,0.00940853465159142,0.00770679959250586,0.00780223454350729,0.0129697914346756
0.6,0.931321207492456,0.179139365623063,0.0979249434952119,0.200380316308545,1.54642,0.287791,0.281001,0.385769,0.011165737197599,0.0074169727751656,0.00657295259734959,0.0133875755388322
0.6,1.05552959473583,0.184811163033599,0.138296794961118,0.315875393806292,2.2914,0.249517,0.234367,0.559373,0.0124188290676254,0.00755863543673098,0.00925527312790955,0.0210809054989993
0.6,1.02032464412107,0.207786237733547,0.120358970430465,0.253206967832899,2.07636,0.32581,0.210353,0.512014,0.011965892470935,0.00824201261447468,0.0080596903553394,0.0169052609366284
0.7,0.72223961453318,0.164673101358826,0.10999755059532,0.230596358039629,1.33041,0.253915,0.247973,0.450736,0.00920128649359237,0.00691162183762768,0.00737324766037558,0.0153954549282365
0.7,0.74030886771696,0.166046686896971,0.120668583950575,0.268376969529798,1.72724,0.256925,0.200242,0.586964,0.00938431061415041,0.00694058450783227,0.00808185067339906,0.0179137401443132
0.7,1.13607510213042,0.193835173889149,0.132054385876549,0.367971755983659,2.65515,0.262141,0.265428,0.751971,0.0131436548610718,0.00786935147460609,0.00882954247774832,0.0245442678099274
0.7,0.852630066742794,0.190115098232488,0.120217379917169,0.237494105796601,1.84782,0.292451,0.219683,0.583608,0.0105183525785169,0.00764931302120232,0.00804877354515975,0.0158644698125594
0.8,0.829761487436197,0.183081743080873,0.131478616201021,0.210939265201317,1.79026,1.02672,0.155204,0.554147,0.0100236740049167,0.0074258693916404,0.00880098351019505,0.0140955617364738
0.8,0.823197065987476,0.180966506845493,0.124918162955488,0.247319720856425,1.78269,0.28032,0.210771,0.44921,0.0101277178909855,0.00734788275228253,0.00836668871381313,0.0165095326235835
0.8,0.887721619084149,0.192241695105717,0.0972326934298503,0.24300232091096,1.8588,0.236817,0.231178,0.521553,0.0108025147168171,0.00775886218945161,0.00651481129077088,0.0162279051448509
0.8,0.772588976718199,0.187219626773945,0.105807096459456,0.249859378230946,1.85613,0.250223,0.230825,0.537969,0.00956221213185622,0.00753157520722435,0.00708640413710638,0.0166757364601866
0.9,0.660897759509403,0.181027360842836,0.133412477383233,0.204930548745804,1.6175,0.302695,0.181943,0.501625,0.00849410686876605,0.00735048712446089,0.00892353077053757,0.0137010692776331
0.9,0.79515291764304,0.188978302848923,0.121603392636673,0.213891666847813,1.76308,0.284531,0.134199,0.417645,0.0099013612830954,0.00750991472657328,0.00814071331923717,0.0142871645998427
0.9,0.83896793092126,0.189248391712133,0.109045932092567,0.197260243213364,1.82502,0.254688,0.168272,0.441528,0.0103108031843343,0.00749234852382471,0.00730345239159858,0.0131774818157648
0.9,0.813965907837155,0.184365061804563,0.116302055146768,0.155578137294794,1.3947,0.260464,0.24041,0.420226,0.0099385518396004,0.00742820239811231,0.00779402077473459,0.0104063515718001
